시점,저출산율,지역별
2004.08,1.15,광주
2004.09,1.14,광주
2004.10,1.13,광주
2004.11,1.12,광주
2004.12,1.11,광주
2005.01,1.10,광주
2005.02,1.11,광주
2005.03,1.11,광주
2005.04,1.12,광주
2005.05,1.12,광주
2005.06,1.12,광주
2005.07,1.13,광주
2005.08,1.13,광주
2005.09,1.14,광주
2005.10,1.14,광주
2005.11,1.14,광주
2005.12,1.15,광주
2006.01,1.15,광주
2006.02,1.16,광주
2006.03,1.17,광주
2006.04,1.18,광주
2006.05,1.19,광주
2006.06,1.20,광주
2006.07,1.21,광주
2006.08,1.22,광주
2006.09,1.23,광주
2006.10,1.23,광주
2006.11,1.24,광주
2006.12,1.25,광주
2007.01,1.26,광주
2007.02,1.26,광주
2007.03,1.25,광주
2007.04,1.25,광주
2007.05,1.24,광주
2007.06,1.24,광주
2007.07,1.23,광주
2007.08,1.22,광주
2007.09,1.22,광주
2007.10,1.21,광주
2007.11,1.21,광주
2007.12,1.20,광주
2008.01,1.20,광주
2008.02,1.19,광주
2008.03,1.19,광주
2008.04,1.18,광주
2008.05,1.18,광주
2008.06,1.17,광주
2008.07,1.17,광주
2008.08,1.16,광주
2008.09,1.16,광주
2008.10,1.15,광주
2008.11,1.15,광주
2008.12,1.14,광주
2009.01,1.14,광주
2009.02,1.14,광주
2009.03,1.15,광주
2009.04,1.16,광주
2009.05,1.17,광주
2009.06,1.17,광주
2009.07,1.18,광주
2009.08,1.19,광주
2009.09,1.19,광주
2009.10,1.20,광주
2009.11,1.21,광주
2009.12,1.22,광주
2010.01,1.22,광주
2010.02,1.22,광주
2010.03,1.22,광주
2010.04,1.23,광주
2010.05,1.23,광주
2010.06,1.23,광주
2010.07,1.23,광주
2010.08,1.23,광주
2010.09,1.23,광주
2010.10,1.23,광주
2010.11,1.23,광주
2010.12,1.23,광주
2011.01,1.23,광주
2011.02,1.24,광주
2011.03,1.24,광주
2011.04,1.25,광주
2011.05,1.25,광주
2011.06,1.26,광주
2011.07,1.26,광주
2011.08,1.27,광주
2011.09,1.27,광주
2011.10,1.28,광주
2011.11,1.28,광주
2011.12,1.29,광주
2012.01,1.29,광주
2012.02,1.28,광주
2012.03,1.27,광주
2012.04,1.26,광주
2012.05,1.25,광주
2012.06,1.24,광주
2012.07,1.23,광주
2012.08,1.22,광주
2012.09,1.21,광주
2012.10,1.20,광주
2012.11,1.19,광주
2012.12,1.18,광주
2013.01,1.17,광주
2013.02,1.17,광주
2013.03,1.17,광주
2013.04,1.18,광주
2013.05,1.18,광주
2013.06,1.18,광주
2013.07,1.18,광주
2013.08,1.19,광주
2013.09,1.19,광주
2013.10,1.19,광주
2013.11,1.19,광주
2013.12,1.20,광주
2014.01,1.20,광주
2014.02,1.20,광주
2014.03,1.20,광주
2014.04,1.20,광주
2014.05,1.20,광주
2014.06,1.20,광주
2014.07,1.20,광주
2014.08,1.20,광주
2014.09,1.20,광주
2014.10,1.21,광주
2014.11,1.21,광주
2014.12,1.21,광주
2015.01,1.21,광주
2015.02,1.20,광주
2015.03,1.20,광주
2015.04,1.20,광주
2015.05,1.19,광주
2015.06,1.19,광주
2015.07,1.19,광주
2015.08,1.18,광주
2015.09,1.18,광주
2015.10,1.18,광주
2015.11,1.17,광주
2015.12,1.17,광주
2016.01,1.17,광주
2016.02,1.16,광주
2016.03,1.15,광주
2016.04,1.14,광주
2016.05,1.13,광주
2016.06,1.12,광주
2016.07,1.11,광주
2016.08,1.10,광주
2016.09,1.09,광주
2016.10,1.08,광주
2016.11,1.07,광주
2016.12,1.06,광주
2017.01,1.05,광주
2017.02,1.05,광주
2017.03,1.04,광주
2017.04,1.03,광주
2017.05,1.03,광주
2017.06,1.02,광주
2017.07,1.01,광주
2017.08,1.01,광주
2017.09,1.00,광주
2017.10,0.99,광주
2017.11,0.99,광주
2017.12,0.98,광주
2018.01,0.97,광주
2018.02,0.97,광주
2018.03,0.96,광주
2018.04,0.96,광주
2018.05,0.95,광주
2018.06,0.95,광주
2018.07,0.94,광주
2018.08,0.94,광주
2018.09,0.93,광주
2018.10,0.93,광주
2018.11,0.92,광주
2018.12,0.92,광주
2019.01,0.91,광주
2019.02,0.90,광주
2019.03,0.90,광주
2019.04,0.89,광주
2019.05,0.88,광주
2019.06,0.87,광주
2019.07,0.86,광주
2019.08,0.85,광주
2019.09,0.85,광주
2019.10,0.84,광주
2019.11,0.83,광주
2019.12,0.82,광주
2020.01,0.81,광주
2020.02,0.82,광주
2020.03,0.83,광주
2020.04,0.83,광주
2020.05,0.84,광주
2020.06,0.85,광주
2020.07,0.85,광주
2020.08,0.86,광주
2020.09,0.87,광주
2020.10,0.87,광주
2020.11,0.88,광주
2020.12,0.89,광주
2021.01,0.90,광주
2021.02,0.89,광주
2021.03,0.89,광주
2021.04,0.88,광주
2021.05,0.88,광주
2021.06,0.87,광주
2021.07,0.87,광주
2021.08,0.87,광주
2021.09,0.86,광주
2021.10,0.86,광주
2021.11,0.85,광주
2021.12,0.85,광주
2022.01,0.84,광주
2022.02,0.83,광주
2022.03,0.82,광주
2022.04,0.81,광주
2022.05,0.80,광주
2022.06,0.79,광주
2022.07,0.77,광주
2022.08,0.76,광주
2022.09,0.75,광주
2022.10,0.74,광주
2022.11,0.73,광주
2022.12,0.72,광주
2023.01,0.71,광주
2000.01,1.38,대구
2000.02,1.36,대구
2000.03,1.35,대구
2000.04,1.34,대구
2000.05,1.32,대구
2000.06,1.31,대구
2000.07,1.30,대구
2000.08,1.28,대구
2000.09,1.27,대구
2000.10,1.26,대구
2000.11,1.24,대구
2000.12,1.23,대구
2001.01,1.22,대구
2001.02,1.20,대구
2001.03,1.19,대구
2001.04,1.18,대구
2001.05,1.17,대구
2001.06,1.16,대구
2001.07,1.15,대구
2001.08,1.13,대구
2001.09,1.12,대구
2001.10,1.11,대구
2001.11,1.10,대구
2001.12,1.09,대구
2002.01,1.08,대구
2002.02,1.08,대구
2002.03,1.08,대구
2002.04,1.09,대구
2002.05,1.09,대구
2002.06,1.09,대구
2002.07,1.10,대구
2002.08,1.10,대구
2002.09,1.10,대구
2002.10,1.11,대구
2002.11,1.11,대구
2002.12,1.11,대구
2003.01,1.12,대구
2003.02,1.11,대구
2003.03,1.11,대구
2003.04,1.11,대구
2003.05,1.11,대구
2003.06,1.10,대구
2003.07,1.10,대구
2003.08,1.10,대구
2003.09,1.10,대구
2003.10,1.09,대구
2003.11,1.09,대구
2003.12,1.09,대구
2004.01,1.09,대구
2004.02,1.08,대구
2004.03,1.07,대구
2004.04,1.07,대구
2004.05,1.06,대구
2004.06,1.05,대구
2004.07,1.04,대구
2004.08,1.04,대구
2004.09,1.03,대구
2004.10,1.02,대구
2004.11,1.02,대구
2004.12,1.01,대구
2005.01,1.00,대구
2005.02,1.00,대구
2005.03,1.00,대구
2005.04,1.00,대구
2005.05,1.00,대구
2005.06,1.01,대구
2005.07,1.01,대구
2005.08,1.01,대구
2005.09,1.01,대구
2005.10,1.01,대구
2005.11,1.01,대구
2005.12,1.01,대구
2006.01,1.01,대구
2006.02,1.02,대구
2006.03,1.03,대구
2006.04,1.04,대구
2006.05,1.05,대구
2006.06,1.06,대구
2006.07,1.07,대구
2006.08,1.08,대구
2006.09,1.09,대구
2006.10,1.11,대구
2006.11,1.12,대구
2006.12,1.13,대구
2007.01,1.14,대구
2007.02,1.13,대구
2007.03,1.13,대구
2007.04,1.12,대구
2007.05,1.12,대구
2007.06,1.11,대구
2007.07,1.10,대구
2007.08,1.10,대구
2007.09,1.09,대구
2007.10,1.09,대구
2007.11,1.08,대구
2007.12,1.08,대구
2008.01,1.07,대구
2008.02,1.07,대구
2008.03,1.06,대구
2008.04,1.06,대구
2008.05,1.06,대구
2008.06,1.05,대구
2008.07,1.05,대구
2008.08,1.05,대구
2008.09,1.04,대구
2008.10,1.04,대구
2008.11,1.04,대구
2008.12,1.03,대구
2009.01,1.03,대구
2009.02,1.04,대구
2009.03,1.04,대구
2009.04,1.05,대구
2009.05,1.06,대구
2009.06,1.06,대구
2009.07,1.07,대구
2009.08,1.08,대구
2009.09,1.08,대구
2009.10,1.09,대구
2009.11,1.10,대구
2009.12,1.10,대구
2010.01,1.11,대구
2010.02,1.11,대구
2010.03,1.12,대구
2010.04,1.12,대구
2010.05,1.12,대구
2010.06,1.12,대구
2010.07,1.13,대구
2010.08,1.13,대구
2010.09,1.13,대구
2010.10,1.14,대구
2010.11,1.14,대구
2010.12,1.14,대구
2011.01,1.15,대구
2011.02,1.15,대구
2011.03,1.16,대구
2011.04,1.16,대구
2011.05,1.17,대구
2011.06,1.18,대구
2011.07,1.18,대구
2011.08,1.19,대구
2011.09,1.19,대구
2011.10,1.20,대구
2011.11,1.21,대구
2011.12,1.21,대구
2012.01,1.22,대구
2012.02,1.21,대구
2012.03,1.20,대구
2012.04,1.19,대구
2012.05,1.19,대구
2012.06,1.18,대구
2012.07,1.17,대구
2012.08,1.16,대구
2012.09,1.16,대구
2012.10,1.15,대구
2012.11,1.14,대구
2012.12,1.13,대구
2013.01,1.13,대구
2013.02,1.13,대구
2013.03,1.13,대구
2013.04,1.14,대구
2013.05,1.14,대구
2013.06,1.14,대구
2013.07,1.15,대구
2013.08,1.15,대구
2013.09,1.16,대구
2013.10,1.16,대구
2013.11,1.16,대구
2013.12,1.17,대구
2014.01,1.17,대구
2014.02,1.17,대구
2014.03,1.18,대구
2014.04,1.18,대구
2014.05,1.18,대구
2014.06,1.19,대구
2014.07,1.19,대구
2014.08,1.20,대구
2014.09,1.20,대구
2014.10,1.20,대구
2014.11,1.21,대구
2014.12,1.21,대구
2015.01,1.22,대구
2015.02,1.21,대구
2015.03,1.21,대구
2015.04,1.21,대구
2015.05,1.21,대구
2015.06,1.20,대구
2015.07,1.20,대구
2015.08,1.20,대구
2015.09,1.20,대구
2015.10,1.19,대구
2015.11,1.19,대구
2015.12,1.19,대구
2016.01,1.19,대구
2016.02,1.18,대구
2016.03,1.17,대구
2016.04,1.16,대구
2016.05,1.15,대구
2016.06,1.14,대구
2016.07,1.13,대구
2016.08,1.12,대구
2016.09,1.11,대구
2016.10,1.10,대구
2016.11,1.09,대구
2016.12,1.08,대구
2017.01,1.07,대구
2017.02,1.06,대구
2017.03,1.05,대구
2017.04,1.05,대구
2017.05,1.04,대구
2017.06,1.03,대구
2017.07,1.03,대구
2017.08,1.02,대구
2017.09,1.01,대구
2017.10,1.01,대구
2017.11,1.00,대구
2017.12,0.99,대구
2018.01,0.99,대구
2018.02,0.98,대구
2018.03,0.98,대구
2018.04,0.97,대구
2018.05,0.97,대구
2018.06,0.96,대구
2018.07,0.96,대구
2018.08,0.95,대구
2018.09,0.95,대구
2018.10,0.95,대구
2018.11,0.94,대구
2018.12,0.94,대구
2019.01,0.93,대구
2019.02,0.92,대구
2019.03,0.91,대구
2019.04,0.90,대구
2019.05,0.89,대구
2019.06,0.88,대구
2019.07,0.87,대구
2019.08,0.86,대구
2019.09,0.85,대구
2019.10,0.84,대구
2019.11,0.83,대구
2019.12,0.82,대구
2020.01,0.81,대구
2020.02,0.81,대구
2020.03,0.80,대구
2020.04,0.80,대구
2020.05,0.80,대구
2020.06,0.80,대구
2020.07,0.80,대구
2020.08,0.79,대구
2020.09,0.79,대구
2020.10,0.79,대구
2020.11,0.79,대구
2020.12,0.79,대구
2021.01,0.79,대구
2021.02,0.78,대구
2021.03,0.78,대구
2021.04,0.78,대구
2021.05,0.78,대구
2021.06,0.77,대구
2021.07,0.77,대구
2021.08,0.77,대구
2021.09,0.77,대구
2021.10,0.76,대구
2021.11,0.76,대구
2021.12,0.76,대구
2022.01,0.76,대구
2022.02,0.75,대구
2022.03,0.75,대구
2022.04,0.74,대구
2022.05,0.74,대구
2022.06,0.73,대구
2022.07,0.73,대구
2022.08,0.72,대구
2022.09,0.72,대구
2022.10,0.72,대구
2022.11,0.71,대구
2022.12,0.71,대구
2023.01,0.70,대구
2000.01,1.50,대전
2000.02,1.49,대전
2000.03,1.47,대전
2000.04,1.46,대전
2000.05,1.44,대전
2000.06,1.43,대전
2000.07,1.42,대전
2000.08,1.40,대전
2000.09,1.39,대전
2000.10,1.37,대전
2000.11,1.36,대전
2000.12,1.34,대전
2001.01,1.33,대전
2001.02,1.32,대전
2001.03,1.31,대전
2001.04,1.30,대전
2001.05,1.29,대전
2001.06,1.28,대전
2001.07,1.27,대전
2001.08,1.26,대전
2001.09,1.25,대전
2001.10,1.24,대전
2001.11,1.23,대전
2001.12,1.22,대전
2002.01,1.21,대전
2002.02,1.21,대전
2002.03,1.21,대전
2002.04,1.21,대전
2002.05,1.21,대전
2002.06,1.21,대전
2002.07,1.21,대전
2002.08,1.22,대전
2002.09,1.22,대전
2002.10,1.22,대전
2002.11,1.22,대전
2002.12,1.22,대전
2003.01,1.22,대전
2003.02,1.22,대전
2003.03,1.21,대전
2003.04,1.21,대전
2003.05,1.21,대전
2003.06,1.20,대전
2003.07,1.20,대전
2003.08,1.20,대전
2003.09,1.19,대전
2003.10,1.19,대전
2003.11,1.19,대전
2003.12,1.18,대전
2004.01,1.18,대전
2004.02,1.17,대전
2004.03,1.17,대전
2004.04,1.16,대전
2004.05,1.16,대전
2004.06,1.15,대전
2004.07,1.14,대전
2004.08,1.14,대전
2004.09,1.13,대전
2004.10,1.13,대전
2004.11,1.12,대전
2004.12,1.11,대전
2005.01,1.11,대전
2005.02,1.11,대전
2005.03,1.12,대전
2005.04,1.12,대전
2005.05,1.12,대전
2005.06,1.13,대전
2005.07,1.13,대전
2005.08,1.14,대전
2005.09,1.14,대전
2005.10,1.15,대전
2005.11,1.15,대전
2005.12,1.15,대전
2006.01,1.16,대전
2006.02,1.17,대전
2006.03,1.18,대전
2006.04,1.19,대전
2006.05,1.20,대전
2006.06,1.21,대전
2006.07,1.22,대전
2006.08,1.23,대전
2006.09,1.24,대전
2006.10,1.25,대전
2006.11,1.25,대전
2006.12,1.26,대전
2007.01,1.27,대전
2007.02,1.27,대전
2007.03,1.26,대전
2007.04,1.26,대전
2007.05,1.25,대전
2007.06,1.25,대전
2007.07,1.24,대전
2007.08,1.24,대전
2007.09,1.23,대전
2007.10,1.23,대전
2007.11,1.22,대전
2007.12,1.22,대전
2008.01,1.22,대전
2008.02,1.21,대전
2008.03,1.21,대전
2008.04,1.20,대전
2008.05,1.20,대전
2008.06,1.19,대전
2008.07,1.19,대전
2008.08,1.18,대전
2008.09,1.18,대전
2008.10,1.17,대전
2008.11,1.17,대전
2008.12,1.16,대전
2009.01,1.16,대전
2009.02,1.16,대전
2009.03,1.16,대전
2009.04,1.17,대전
2009.05,1.17,대전
2009.06,1.18,대전
2009.07,1.18,대전
2009.08,1.18,대전
2009.09,1.19,대전
2009.10,1.19,대전
2009.11,1.20,대전
2009.12,1.20,대전
2010.01,1.21,대전
2010.02,1.21,대전
2010.03,1.21,대전
2010.04,1.22,대전
2010.05,1.22,대전
2010.06,1.23,대전
2010.07,1.23,대전
2010.08,1.24,대전
2010.09,1.24,대전
2010.10,1.25,대전
2010.11,1.25,대전
2010.12,1.26,대전
2011.01,1.26,대전
2011.02,1.27,대전
2011.03,1.27,대전
2011.04,1.27,대전
2011.05,1.28,대전
2011.06,1.28,대전
2011.07,1.29,대전
2011.08,1.29,대전
2011.09,1.30,대전
2011.10,1.30,대전
2011.11,1.31,대전
2011.12,1.31,대전
2012.01,1.31,대전
2012.02,1.31,대전
2012.03,1.30,대전
2012.04,1.29,대전
2012.05,1.29,대전
2012.06,1.28,대전
2012.07,1.27,대전
2012.08,1.27,대전
2012.09,1.26,대전
2012.10,1.25,대전
2012.11,1.25,대전
2012.12,1.24,대전
2013.01,1.23,대전
2013.02,1.24,대전
2013.03,1.24,대전
2013.04,1.24,대전
2013.05,1.24,대전
2013.06,1.24,대전
2013.07,1.24,대전
2013.08,1.24,대전
2013.09,1.24,대전
2013.10,1.25,대전
2013.11,1.25,대전
2013.12,1.25,대전
2014.01,1.25,대전
2014.02,1.25,대전
2014.03,1.25,대전
2014.04,1.26,대전
2014.05,1.26,대전
2014.06,1.26,대전
2014.07,1.26,대전
2014.08,1.27,대전
2014.09,1.27,대전
2014.10,1.27,대전
2014.11,1.27,대전
2014.12,1.27,대전
2015.01,1.28,대전
2015.02,1.27,대전
2015.03,1.26,대전
2015.04,1.26,대전
2015.05,1.25,대전
2015.06,1.24,대전
2015.07,1.23,대전
2015.08,1.23,대전
2015.09,1.22,대전
2015.10,1.21,대전
2015.11,1.21,대전
2015.12,1.20,대전
2016.01,1.19,대전
2016.02,1.18,대전
2016.03,1.17,대전
2016.04,1.16,대전
2016.05,1.15,대전
2016.06,1.14,대전
2016.07,1.13,대전
2016.08,1.12,대전
2016.09,1.11,대전
2016.10,1.10,대전
2016.11,1.09,대전
2016.12,1.08,대전
2017.01,1.07,대전
2017.02,1.06,대전
2017.03,1.05,대전
2017.04,1.04,대전
2017.05,1.03,대전
2017.06,1.02,대전
2017.07,1.01,대전
2017.08,1.00,대전
2017.09,0.99,대전
2017.10,0.98,대전
2017.11,0.97,대전
2017.12,0.96,대전
2018.01,0.95,대전
2018.02,0.95,대전
2018.03,0.94,대전
2018.04,0.93,대전
2018.05,0.93,대전
2018.06,0.92,대전
2018.07,0.92,대전
2018.08,0.91,대전
2018.09,0.91,대전
2018.10,0.90,대전
2018.11,0.89,대전
2018.12,0.89,대전
2019.01,0.88,대전
2019.02,0.88,대전
2019.03,0.87,대전
2019.04,0.86,대전
2019.05,0.86,대전
2019.06,0.85,대전
2019.07,0.84,대전
2019.08,0.84,대전
2019.09,0.83,대전
2019.10,0.82,대전
2019.11,0.82,대전
2019.12,0.81,대전
2020.01,0.81,대전
2020.02,0.81,대전
2020.03,0.81,대전
2020.04,0.81,대전
2020.05,0.81,대전
2020.06,0.81,대전
2020.07,0.81,대전
2020.08,0.81,대전
2020.09,0.81,대전
2020.10,0.81,대전
2020.11,0.81,대전
2020.12,0.81,대전
2021.01,0.81,대전
2021.02,0.81,대전
2021.03,0.82,대전
2021.04,0.82,대전
2021.05,0.82,대전
2021.06,0.82,대전
2021.07,0.83,대전
2021.08,0.83,대전
2021.09,0.83,대전
2021.10,0.83,대전
2021.11,0.84,대전
2021.12,0.84,대전
2022.01,0.84,대전
2022.02,0.84,대전
2022.03,0.83,대전
2022.04,0.83,대전
2022.05,0.82,대전
2022.06,0.82,대전
2022.07,0.81,대전
2022.08,0.81,대전
2022.09,0.81,대전
2022.10,0.80,대전
2022.11,0.80,대전
2022.12,0.79,대전
2023.01,0.79,대전
2000.01,1.24,부산
2000.02,1.22,부산
2000.03,1.21,부산
2000.04,1.20,부산
2000.05,1.19,부산
2000.06,1.18,부산
2000.07,1.17,부산
2000.08,1.16,부산
2000.09,1.15,부산
2000.10,1.14,부산
2000.11,1.12,부산
2000.12,1.11,부산
2001.01,1.10,부산
2001.02,1.09,부산
2001.03,1.08,부산
2001.04,1.07,부산
2001.05,1.06,부산
2001.06,1.05,부산
2001.07,1.04,부산
2001.08,1.03,부산
2001.09,1.02,부산
2001.10,1.01,부산
2001.11,1.00,부산
2001.12,0.99,부산
2002.01,0.97,부산
2002.02,0.98,부산
2002.03,0.98,부산
2002.04,0.98,부산
2002.05,0.98,부산
2002.06,0.98,부산
2002.07,0.98,부산
2002.08,0.98,부산
2002.09,0.98,부산
2002.10,0.98,부산
2002.11,0.99,부산
2002.12,0.99,부산
2003.01,0.99,부산
2003.02,0.99,부산
2003.03,0.98,부산
2003.04,0.98,부산
2003.05,0.98,부산
2003.06,0.97,부산
2003.07,0.97,부산
2003.08,0.97,부산
2003.09,0.96,부산
2003.10,0.96,부산
2003.11,0.96,부산
2003.12,0.96,부산
2004.01,0.95,부산
2004.02,0.95,부산
2004.03,0.94,부산
2004.04,0.94,부산
2004.05,0.93,부산
2004.06,0.93,부산
2004.07,0.92,부산
2004.08,0.91,부산
2004.09,0.91,부산
2004.10,0.90,부산
2004.11,0.90,부산
2004.12,0.89,부산
2005.01,0.89,부산
2005.02,0.89,부산
2005.03,0.89,부산
2005.04,0.89,부산
2005.05,0.90,부산
2005.06,0.90,부산
2005.07,0.90,부산
2005.08,0.90,부산
2005.09,0.91,부산
2005.10,0.91,부산
2005.11,0.91,부산
2005.12,0.91,부산
2006.01,0.92,부산
2006.02,0.92,부산
2006.03,0.93,부산
2006.04,0.94,부산
2006.05,0.95,부산
2006.06,0.96,부산
2006.07,0.97,부산
2006.08,0.98,부산
2006.09,0.99,부산
2006.10,1.00,부산
2006.11,1.01,부산
2006.12,1.01,부산
2007.01,1.02,부산
2007.02,1.02,부산
2007.03,1.02,부산
2007.04,1.01,부산
2007.05,1.01,부산
2007.06,1.01,부산
2007.07,1.00,부산
2007.08,1.00,부산
2007.09,0.99,부산
2007.10,0.99,부산
2007.11,0.99,부산
2007.12,0.98,부산
2008.01,0.98,부산
2008.02,0.98,부산
2008.03,0.97,부산
2008.04,0.97,부산
2008.05,0.97,부산
2008.06,0.96,부산
2008.07,0.96,부산
2008.08,0.96,부산
2008.09,0.95,부산
2008.10,0.95,부산
2008.11,0.95,부산
2008.12,0.94,부산
2009.01,0.94,부산
2009.02,0.95,부산
2009.03,0.96,부산
2009.04,0.97,부산
2009.05,0.97,부산
2009.06,0.98,부산
2009.07,0.99,부산
2009.08,1.00,부산
2009.09,1.01,부산
2009.10,1.02,부산
2009.11,1.03,부산
2009.12,1.04,부산
2010.01,1.04,부산
2010.02,1.05,부산
2010.03,1.05,부산
2010.04,1.05,부산
2010.05,1.06,부산
2010.06,1.06,부산
2010.07,1.06,부산
2010.08,1.06,부산
2010.09,1.07,부산
2010.10,1.07,부산
2010.11,1.07,부산
2010.12,1.08,부산
2011.01,1.08,부산
2011.02,1.08,부산
2011.03,1.09,부산
2011.04,1.09,부산
2011.05,1.10,부산
2011.06,1.10,부산
2011.07,1.11,부산
2011.08,1.11,부산
2011.09,1.12,부산
2011.10,1.12,부산
2011.11,1.13,부산
2011.12,1.13,부산
2012.01,1.14,부산
2012.02,1.13,부산
2012.03,1.12,부산
2012.04,1.11,부산
2012.05,1.11,부산
2012.06,1.10,부산
2012.07,1.09,부산
2012.08,1.08,부산
2012.09,1.08,부산
2012.10,1.07,부산
2012.11,1.06,부산
2012.12,1.06,부산
2013.01,1.05,부산
2013.02,1.05,부산
2013.03,1.06,부산
2013.04,1.06,부산
2013.05,1.06,부산
2013.06,1.07,부산
2013.07,1.07,부산
2013.08,1.07,부산
2013.09,1.08,부산
2013.10,1.08,부산
2013.11,1.08,부산
2013.12,1.09,부산
2014.01,1.09,부산
2014.02,1.09,부산
2014.03,1.10,부산
2014.04,1.10,부산
2014.05,1.11,부산
2014.06,1.11,부산
2014.07,1.11,부산
2014.08,1.12,부산
2014.09,1.12,부산
2014.10,1.13,부산
2014.11,1.13,부산
2014.12,1.13,부산
2015.01,1.14,부산
2015.02,1.14,부산
2015.03,1.13,부산
2015.04,1.13,부산
2015.05,1.12,부산
2015.06,1.12,부산
2015.07,1.12,부산
2015.08,1.11,부산
2015.09,1.11,부산
2015.10,1.11,부산
2015.11,1.10,부산
2015.12,1.10,부산
2016.01,1.09,부산
2016.02,1.09,부산
2016.03,1.08,부산
2016.04,1.07,부산
2016.05,1.06,부산
2016.06,1.05,부산
2016.07,1.04,부산
2016.08,1.03,부산
2016.09,1.02,부산
2016.10,1.01,부산
2016.11,1.00,부산
2016.12,0.99,부산
2017.01,0.98,부산
2017.02,0.97,부산
2017.03,0.96,부산
2017.04,0.96,부산
2017.05,0.95,부산
2017.06,0.94,부산
2017.07,0.94,부산
2017.08,0.93,부산
2017.09,0.92,부산
2017.10,0.92,부산
2017.11,0.91,부산
2017.12,0.91,부산
2018.01,0.90,부산
2018.02,0.89,부산
2018.03,0.89,부산
2018.04,0.88,부산
2018.05,0.88,부산
2018.06,0.87,부산
2018.07,0.86,부산
2018.08,0.86,부산
2018.09,0.85,부산
2018.10,0.84,부산
2018.11,0.84,부산
2018.12,0.83,부산
2019.01,0.83,부산
2019.02,0.82,부산
2019.03,0.81,부산
2019.04,0.81,부산
2019.05,0.80,부산
2019.06,0.79,부산
2019.07,0.79,부산
2019.08,0.78,부산
2019.09,0.77,부산
2019.10,0.77,부산
2019.11,0.76,부산
2019.12,0.75,부산
2020.01,0.75,부산
2020.02,0.75,부산
2020.03,0.74,부산
2020.04,0.74,부산
2020.05,0.74,부산
2020.06,0.74,부산
2020.07,0.74,부산
2020.08,0.74,부산
2020.09,0.73,부산
2020.10,0.73,부산
2020.11,0.73,부산
2020.12,0.73,부산
2021.01,0.73,부산
2021.02,0.73,부산
2021.03,0.73,부산
2021.04,0.73,부산
2021.05,0.73,부산
2021.06,0.73,부산
2021.07,0.73,부산
2021.08,0.73,부산
2021.09,0.72,부산
2021.10,0.72,부산
2021.11,0.72,부산
2021.12,0.72,부산
2022.01,0.72,부산
2022.02,0.72,부산
2022.03,0.71,부산
2022.04,0.71,부산
2022.05,0.70,부산
2022.06,0.70,부산
2022.07,0.69,부산
2022.08,0.69,부산
2022.09,0.68,부산
2022.10,0.68,부산
2022.11,0.67,부산
2022.12,0.67,부산
2023.01,0.66,부산
2000.01,1.27,서울
2000.02,1.26,서울
2000.03,1.25,서울
2000.04,1.23,서울
2000.05,1.22,서울
2000.06,1.21,서울
2000.07,1.19,서울
2000.08,1.18,서울
2000.09,1.17,서울
2000.10,1.15,서울
2000.11,1.14,서울
2000.12,1.12,서울
2001.01,1.11,서울
2001.02,1.10,서울
2001.03,1.09,서울
2001.04,1.08,서울
2001.05,1.08,서울
2001.06,1.07,서울
2001.07,1.06,서울
2001.08,1.05,서울
2001.09,1.04,서울
2001.10,1.03,서울
2001.11,1.02,서울
2001.12,1.01,서울
2002.01,1.01,서울
2002.02,1.01,서울
2002.03,1.01,서울
2002.04,1.01,서울
2002.05,1.01,서울
2002.06,1.01,서울
2002.07,1.01,서울
2002.08,1.01,서울
2002.09,1.01,서울
2002.10,1.01,서울
2002.11,1.01,서울
2002.12,1.01,서울
2003.01,1.01,서울
2003.02,1.01,서울
2003.03,1.01,서울
2003.04,1.01,서울
2003.05,1.01,서울
2003.06,1.01,서울
2003.07,1.01,서울
2003.08,1.01,서울
2003.09,1.01,서울
2003.10,1.01,서울
2003.11,1.01,서울
2003.12,1.01,서울
2004.01,1.01,서울
2004.02,1.01,서울
2004.03,1.00,서울
2004.04,0.99,서울
2004.05,0.99,서울
2004.06,0.98,서울
2004.07,0.97,서울
2004.08,0.97,서울
2004.09,0.96,서울
2004.10,0.95,서울
2004.11,0.95,서울
2004.12,0.94,서울
2005.01,0.93,서울
2005.02,0.94,서울
2005.03,0.94,서울
2005.04,0.94,서울
2005.05,0.95,서울
2005.06,0.95,서울
2005.07,0.96,서울
2005.08,0.96,서울
2005.09,0.96,서울
2005.10,0.97,서울
2005.11,0.97,서울
2005.12,0.98,서울
2006.01,0.98,서울
2006.02,0.99,서울
2006.03,0.99,서울
2006.04,1.00,서울
2006.05,1.01,서울
2006.06,1.02,서울
2006.07,1.02,서울
2006.08,1.03,서울
2006.09,1.04,서울
2006.10,1.05,서울
2006.11,1.05,서울
2006.12,1.06,서울
2007.01,1.07,서울
2007.02,1.06,서울
2007.03,1.06,서울
2007.04,1.05,서울
2007.05,1.05,서울
2007.06,1.04,서울
2007.07,1.04,서울
2007.08,1.03,서울
2007.09,1.03,서울
2007.10,1.02,서울
2007.11,1.02,서울
2007.12,1.01,서울
2008.01,1.01,서울
2008.02,1.01,서울
2008.03,1.00,서울
2008.04,1.00,서울
2008.05,0.99,서울
2008.06,0.99,서울
2008.07,0.99,서울
2008.08,0.98,서울
2008.09,0.98,서울
2008.10,0.97,서울
2008.11,0.97,서울
2008.12,0.97,서울
2009.01,0.96,서울
2009.02,0.97,서울
2009.03,0.97,서울
2009.04,0.98,서울
